mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur	TextLine
15	13	52	0.0	3/8	3/8	FiguredBass	4/4	2	1	0										1/8	6				
15	13	52	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	220										
15	13	105/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	7	3	2		
15	13	105/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	221										
15	13	53	0.0	5/8	5/8	FiguredBass	4/4	2	1	0										1/8	5				
15	13	53	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	222										
15	13	107/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	7	#3_			
15	13	107/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	223										
15	13	54	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	224										
16	14	109/2	0.0	0	0	Spanner	4/4	1	1	0															0
16	14	109/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	225	ornamentMordent									0
16	14	55	0.0	1/8	1/8	Spanner	4/4	1	1	0															
16	14	55	1.0	1/8	1/8	Chord	4/4	1	1	1/4			1/4	1	226	ornamentMordent									
16	14	56	0.0	3/8	3/8	Spanner	4/4	1	1	0															
16	14	56	0.0	3/8	3/8	Spanner	4/4	1	1	0															
16	14	56	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	227	ornamentMordent									
16	14	113/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	228										
16	14	57	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	229										
16	14	229/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	230										
16	14	115/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	231	ornamentShortTrill									
16	14	233/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	232										
16	14	109/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	233										
16	14	55	0.0	1/8	1/8	FiguredBass	4/4	2	1	0										1/8	b6	4	3		
16	14	55	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	234										
16	14	111/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/8	b7				
16	14	111/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	235										
16	14	56	0.0	3/8	3/8	FiguredBass	4/4	2	1	0										1/8	6	4	3		
16	14	56	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	236										
16	14	113/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	7				
16	14	113/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	237										
16	14	57	0.0	5/8	5/8	FiguredBass	4/4	2	1	0										1/8	6_				
16	14	57	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	238										
16	14	229/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	239										
16	14	115/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	6	5	b3		
16	14	115/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	240										
16	14	58	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	6	4+	3		
16	14	58	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	241										
17	15	117/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	242	ornamentShortTrill									
17	15	59	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	243										
17	15	237/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	244										
17	15	119/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	245										
17	15	60	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	246	ornamentShortTrill									
17	15	121/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	247										
17	15	61	1.0	5/8	5/8	Chord	4/4	1	1	1/4			1/4	1	248	ornamentMordent								14	
17	15	62	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	249	ornamentShortTrill									
17	15	249/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	250										
17	15	117/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	#3				
17	15	117/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	251										
17	15	60	0.0	3/8	3/8	FiguredBass	4/4	2	1	0										1/8	6	#3_			
17	15	60	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	252										
17	15	241/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	253										
17	15	121/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	7	5/			
17	15	121/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	254										
17	15	61	0.0	5/8	5/8	FiguredBass	4/4	2	1	0										1/8	#3				
17	15	61	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	255										
17	15	123/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	5/				
17	15	123/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	256										
17	15	62	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	#3				
17	15	62	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	257										
18	16	125/2	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	258										
18	16	251/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	259										
18	16	63	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	260										
18	16	253/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	261										
18	16	127/2	0.0	1/4	1/4	Chord	4/4	1	1	0	appoggiatura		1/8	1	262										
18	16	127/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	263	ornamentMordent									
18	16	257/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	264										
18	16	129/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	265	ornamentShortTrill									
18	16	65	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	266									15	
18	16	261/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	267									15	
18	16	131/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	268	ornamentShortTrill								15	
18	16	265/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	269										
18	16	125/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	_				
18	16	125/2	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	270										
18	16	251/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	271										
18	16	63	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	272										
18	16	253/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	273										
18	16	127/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	6_				
18	16	127/2	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	274										
18	16	255/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	275										
18	16	64	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	276										
18	16	257/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	277										
18	16	129/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	#3				
18	16	129/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	278										
18	16	65	0.0	5/8	5/8	FiguredBass	4/4	2	1	0										1/8	3				
18	16	65	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	279										
18	16	131/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	#3				
18	16	131/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	280										
18	16	66	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	281										
19	17	133/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	282										
19	17	68	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	283										
19	17	273/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	284										
19	17	137/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	285										
19	17	69	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	286										
19	17	139/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	287	ornamentShortTrill									
19	17	70	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	288										
19	17	133/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	289										
19	17	67	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	290										
19	17	269/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	291										
19	17	135/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/8	#3				
19	17	135/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	292										
19	17	68	0.0	3/8	3/8	FiguredBass	4/4	2	1	0										1/8	6				
19	17	68	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	293										
19	17	137/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	7	3	2		
19	17	137/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	294										
19	17	69	0.0	5/8	5/8	FiguredBass	4/4	2	1	0										1/8	5				
19	17	69	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	295										
19	17	139/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	7	#3_			
19	17	139/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	296										
19	17	70	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	297										
20	18	141/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	298	ornamentShortTrill									
20	18	71	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	299										
20	18	285/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	300										
20	18	143/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	301										
20	18	72	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	302										
20	18	145/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	303										
20	18	291/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	304										
20	18	73	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	305										
20	18	293/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	306										
20	18	147/2	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura		1/8	1	307										
20	18	147/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	308	ornamentMordent									
20	18	297/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	309										
20	18	141/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	310										
20	18	72	0.0	3/8	3/8	FiguredBass	4/4	2	1	0										1/8	6_				
20	18	72	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	311										
20	18	289/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	312										
20	18	145/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/8	7				
20	18	145/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	313										
20	18	73	0.0	5/8	5/8	FiguredBass	4/4	2	1	0										1/8	5				
20	18	73	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	314										
20	18	147/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	5/				
20	18	147/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	315										
20	18	74	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	3				
20	18	74	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	316										
21	19	149/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	317										
21	19	75	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	318										
21	19	301/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	319										
21	19	151/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	320										
21	19	303/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	321										
21	19	76	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	322										
21	19	305/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	323										
21	19	153/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	324										
21	19	77	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	325										
21	19	309/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	326										
21	19	155/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	327										
21	19	311/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	328										
21	19	78	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	329										
21	19	313/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	330										
21	19	149/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	6_				
21	19	149/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	331										
21	19	75	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	332										
21	19	76	0.0	3/8	3/8	FiguredBass	4/4	2	1	0										1/8	6	4			
21	19	76	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	333										
21	19	153/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	7	5/_			
21	19	153/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	334										
21	19	77	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	335										
21	19	155/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/8	3				
21	19	155/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	336										
21	19	78	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	6				
21	19	78	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	337										
22	20	157/2	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	338										
22	20	315/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	339										
22	20	79	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	340										
22	20	317/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	341										
22	20	159/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	342	ornamentMordent									
22	20	321/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	343										
22	20	161/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	344										
22	20	323/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	345										
22	20	81	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	346										
22	20	325/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	347										
22	20	163/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	348	ornamentMordent									
22	20	329/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	349										
22	20	157/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/8	7				
22	20	157/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	350										
22	20	79	0.0	1/8	1/8	FiguredBass	4/4	2	1	0										1/8	6	4			
22	20	79	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	351										
22	20	159/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	5/_				
22	20	159/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	352										
22	20	80	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	353										
22	20	161/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	354										
22	20	81	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	355										
22	20	325/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	356										
22	20	163/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	6_				
22	20	163/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	357										
22	20	82	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	358										
23	21	165/2	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	359										
23	21	331/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	360										
23	21	83	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	361										
23	21	333/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	362										
23	21	167/2	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	363	ornamentMordent									
23	21	337/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	364										
23	21	169/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	365										
23	21	339/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	366										
23	21	85	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	367										
23	21	341/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	368										
23	21	171/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	369	ornamentMordent									
23	21	345/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	370										
23	21	165/2	0.0	0	0	FiguredBass	4/4	2	1	0										1/4	5_				
23	21	165/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	371										
23	21	83	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	372										
23	21	333/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	373										
23	21	167/2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0										1/4	6_				
23	21	167/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	374										
23	21	84	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	375										
23	21	169/2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0										1/4	7	5/_			
23	21	169/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	376										
23	21	85	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	377										
23	21	341/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	378										
23	21	171/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	6	5/_			
23	21	171/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	379										
23	21	86	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	380										
24	22	173/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	381										
24	22	175/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	382										
24	22	351/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	383										
24	22	88	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	384										
24	22	353/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	385										
24	22	177/2	0.0	1/2	1/2	Chord	4/4	1	1	0	appoggiatura		1/8	1	386										
24	22	177/2	0.75	1/2	1/2	Chord	4/4	1	1	3/16			1/8	3/2	387	ornamentMordent									
24	22	357/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	388										
24	22	179/2	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	389										
24	22	359/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	390										
24	22	90	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	391										
24	22	361/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	392										
24	22	173/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	393										
24	22	87	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	394										
24	22	349/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	395										
24	22	175/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	396										
24	22	88	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	397										
24	22	177/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	398										
24	22	355/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	399										
24	22	89	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	400										
24	22	357/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	401										
24	22	179/2	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	402										
24	22	359/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	403										
24	22	90	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	404										
24	22	361/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	405										
25	23	181/2	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	406	ornamentShortTrill									
25	23	363/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	407										
25	23	91	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	408										
25	23	365/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	409										
25	23	183/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	410										
25	23	367/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	411										
25	23	92	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	412										
25	23	369/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	413										
25	23	185/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	414										
25	23	371/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	415										
25	23	93	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	416										
25	23	373/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	417										
25	23	187/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16			1/8	3/2	418	ornamentShortTrill									
25	23	377/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	419										
25	23	181/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	420										
25	23	367/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	421										
25	23	92	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	422										
25	23	369/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	423										
25	23	185/2	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	424										
25	23	371/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	425										
25	23	93	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	426										
25	23	373/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	427										
25	23	187/2	0.0	3/4	3/4	FiguredBass	4/4	2	1	0										1/4	3_				
25	23	187/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	428										
25	23	94	0.0	7/8	7/8	FiguredBass	4/4	2	1	0										1/8	7				
25	23	94	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	429										
26	24	189/2	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	430										
26	24	189/2	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	431	ornamentMordent									
